logging to /Users/nadavminkowitz/neuron/neuron/results/activity2.tsv
one sample every 15s
recorded: app name, dwell, idle, notification COUNT, battery, audio, wifi
NOT recorded: window titles, URLs, keystrokes, clipboard, file names,
              screen contents, notification text

stop with Ctrl+C. Leave it running for a month.

  19320 samples, 21:05, Microsoft OneNote, idle 0s, notif 0
  19360 samples, 21:15, Safari, idle 7s, notif 0
  19400 samples, 21:25, Microsoft OneNote, idle 116s, notif 0
  19440 samples, 21:35, Safari, idle 0s, notif 0
  19480 samples, 21:45, Microsoft OneNote, idle 49s, notif 0
  19520 samples, 21:55, Safari, idle 3s, notif 0
  19560 samples, 22:05, Microsoft OneNote, idle 101s, notif 0
  19600 samples, 22:16, Safari, idle 3s, notif 0
  19640 samples, 22:26, Music, idle 34s, notif 0
  19680 samples, 01:50, Music, idle 555s, notif 0
  19720 samples, 06:15, Music, idle 1141s, notif 0
  19760 samples, 08:04, Microsoft OneNote, idle 18s, notif 0
  19800 samples, 08:14, Microsoft OneNote, idle 104s, notif 0
  19840 samples, 08:24, Microsoft OneNote, idle 16s, notif 0
  19880 samples, 08:34, Safari, idle 65s, notif 0
  19920 samples, 08:44, Safari, idle 63s, notif 0
  19960 samples, 09:43, Safari, idle 37s, notif 0
  20000 samples, 09:53, LockDown Browser, idle 5s, notif 0
  20040 samples, 10:03, Safari, idle 0s, notif 0
  20080 samples, 10:13, Notes, idle 0s, notif 0
  20120 samples, 10:23, Microsoft OneNote, idle 0s, notif 0
  20160 samples, 10:36, Microsoft OneNote, idle 130s, notif 0
  20200 samples, 10:46, Microsoft OneNote, idle 0s, notif 0
  20240 samples, 10:56, Microsoft OneNote, idle 22s, notif 0
  20280 samples, 11:06, Microsoft OneNote, idle 4s, notif 0
  20320 samples, 11:21, Microsoft OneNote, idle 0s, notif 0
  20360 samples, 11:31, Safari, idle 0s, notif 0
  20400 samples, 11:41, Safari, idle 0s, notif 0
  20440 samples, 11:51, Safari, idle 0s, notif 0
  20480 samples, 12:01, Safari, idle 0s, notif 0
  20520 samples, 13:05, Safari, idle 19s, notif 0
  20560 samples, 13:15, Safari, idle 9s, notif 0
  20600 samples, 13:25, Music, idle 0s, notif 0
  20640 samples, 13:35, Safari, idle 211s, notif 0
  20680 samples, 14:07, Microsoft OneNote, idle 0s, notif 0
  20720 samples, 14:17, Microsoft OneNote, idle 25s, notif 0
  20760 samples, 14:27, Messages, idle 0s, notif 0
  20800 samples, 15:52, Safari, idle 56s, notif 0
  20840 samples, 16:07, Safari, idle 0s, notif 0
  20880 samples, 16:17, Microsoft OneNote, idle 0s, notif 0
  20920 samples, 16:27, Safari, idle 0s, notif 0
  20960 samples, 16:37, Safari, idle 15s, notif 0
  21000 samples, 16:47, Safari, idle 12s, notif 0
  21040 samples, 16:57, Safari, idle 34s, notif 0
  21080 samples, 17:15, Safari, idle 0s, notif 0
  21120 samples, 17:55, Safari, idle 92s, notif 0
  21160 samples, 18:08, Safari, idle 242s, notif 0
  21200 samples, 18:18, Safari, idle 27s, notif 0
  21240 samples, 18:28, Safari, idle 11s, notif 0
  21280 samples, 18:38, Safari, idle 2s, notif 0
  21320 samples, 18:48, Safari, idle 33s, notif 0
  21360 samples, 18:58, Safari, idle 48s, notif 0
  21400 samples, 19:08, Safari, idle 13s, notif 0
  21440 samples, 21:31, Preview, idle 299s, notif 0
  21480 samples, 01:19, Preview, idle 885s, notif 0
  21520 samples, 06:16, Preview, idle 1485s, notif 0
  21560 samples, 08:02, Safari, idle 25s, notif 0
  21600 samples, 08:12, Safari, idle 0s, notif 0
  21640 samples, 08:22, Safari, idle 0s, notif 0
  21680 samples, 08:32, Terminal, idle 0s, notif 0
  21720 samples, 08:42, Safari, idle 47s, notif 0
  21760 samples, 09:43, Safari, idle 9s, notif 0
  21800 samples, 09:53, Microsoft OneNote, idle 26s, notif 0
  21840 samples, 10:03, Microsoft OneNote, idle 60s, notif 0
  21880 samples, 10:13, Microsoft OneNote, idle 18s, notif 0
  21920 samples, 10:23, Microsoft OneNote, idle 11s, notif 0
  21960 samples, 10:51, Safari, idle 2s, notif 0
  22000 samples, 11:01, Safari, idle 10s, notif 0
  22040 samples, 11:11, Safari, idle 75s, notif 0
  22080 samples, 11:24, Safari, idle 7s, notif 0
  22120 samples, 11:34, Safari, idle 23s, notif 0
  22160 samples, 11:44, Safari, idle 10s, notif 0
  22200 samples, 11:54, Safari, idle 0s, notif 0
  22240 samples, 12:04, Safari, idle 1s, notif 0
  22280 samples, 13:20, Safari, idle 0s, notif 0
  22320 samples, 13:30, Safari, idle 0s, notif 0
  22360 samples, 13:40, Messages, idle 0s, notif 0
  22400 samples, 14:04, Microsoft OneNote, idle 0s, notif 0
  22440 samples, 14:14, Microsoft OneNote, idle 0s, notif 0
  22480 samples, 14:24, Safari, idle 0s, notif 0
  22520 samples, 14:34, Safari, idle 0s, notif 0
  22560 samples, 17:26, Safari, idle 472s, notif 0
  22600 samples, 19:04, Safari, idle 0s, notif 0
  22640 samples, 19:14, Safari, idle 42s, notif 0
  22680 samples, 19:24, Safari, idle 214s, notif 0
  22720 samples, 19:34, Safari, idle 2s, notif 0
  22760 samples, 19:44, Safari, idle 56s, notif 0
  22800 samples, 19:56, Safari, idle 157s, notif 0
  22840 samples, 20:06, Safari, idle 757s, notif 0
  22880 samples, 20:16, Safari, idle 1358s, notif 0
  22920 samples, 20:26, Safari, idle 37s, notif 0
  22960 samples, 20:36, Safari, idle 49s, notif 0
  23000 samples, 20:46, Safari, idle 4s, notif 0
  23040 samples, 20:56, Safari, idle 0s, notif 0
  23080 samples, 21:06, Music, idle 0s, notif 0
  23120 samples, 21:16, Music, idle 588s, notif 0
  23160 samples, 21:26, Safari, idle 68s, notif 0
  23200 samples, 21:36, Safari, idle 22s, notif 0
  23240 samples, 23:29, Safari, idle 187s, notif 0
  23280 samples, 03:55, Safari, idle 788s, notif 0
  23320 samples, 07:55, Safari, idle 17s, notif 0
  23360 samples, 08:05, Safari, idle 0s, notif 0
  23400 samples, 08:15, Safari, idle 212s, notif 0
  23440 samples, 08:25, Safari, idle 71s, notif 0
  23480 samples, 08:36, Safari, idle 0s, notif 0
  23520 samples, 09:33, Safari, idle 34s, notif 0
  23560 samples, 09:43, Safari, idle 0s, notif 0
  23600 samples, 09:53, Safari, idle 0s, notif 0
  23640 samples, 10:03, Safari, idle 0s, notif 0
  23680 samples, 10:20, Microsoft OneNote, idle 98s, notif 0
  23720 samples, 10:30, Microsoft OneNote, idle 50s, notif 0
  23760 samples, 10:40, Microsoft OneNote, idle 6s, notif 0
  23800 samples, 10:50, Microsoft OneNote, idle 11s, notif 0
  23840 samples, 11:05, Safari, idle 67s, notif 0
  23880 samples, 11:15, Safari, idle 0s, notif 0
  23920 samples, 11:25, Safari, idle 98s, notif 0
  23960 samples, 11:35, Safari, idle 0s, notif 0
  24000 samples, 13:20, Safari, idle 0s, notif 0
  24040 samples, 13:32, Safari, idle 0s, notif 0
  24080 samples, 13:42, Safari, idle 15s, notif 0
  24120 samples, 13:52, Safari, idle 0s, notif 0
  24160 samples, 16:15, Safari, idle 367s, notif 0
  24200 samples, 19:36, Safari, idle 953s, notif 0
  24240 samples, 22:22, Safari, idle 1539s, notif 0
  24280 samples, 22:56, Safari, idle 2111s, notif 0
  24320 samples, 03:28, Safari, idle 2683s, notif 0
  24360 samples, 08:48, Safari, idle 3284s, notif 0
  24400 samples, 11:21, Safari, idle 35s, notif 0
  24440 samples, 11:31, Music, idle 0s, notif 0
  24480 samples, 11:41, Safari, idle 0s, notif 0
